web-scraper-order,web-scraper-start-url,topLevelCategory,topLevelCategory-href,rank,image-src,title,pages,pages-href,url,ratings,price,reviewCount
1638891373-1192,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Apps & Games,https://www.amazon.com/Best-Sellers-Apps-Games/zgbs/mobile-apps/ref=zg_bs_nav_0,#53,"https://images-na.ssl-images-amazon.com/images/I/71xcxE0WjUL._AC_UL302_SR302,200_.png",CoolBall,2,https://www.amazon.com/Best-Sellers-Apps-Games/zgbs/mobile-apps/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Vaveda-Games-LLC-CoolBall/dp/B08YRP9ZJ1/ref=zg_bs_mobile-apps_53/133-1326600-1601804?pd_rd_i=B08YRP9ZJ1&psc=1,3.2 out of 5 stars,$7.49 ,30
1638891373-1196,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Apps & Games,https://www.amazon.com/Best-Sellers-Apps-Games/zgbs/mobile-apps/ref=zg_bs_nav_0,#57,"https://images-na.ssl-images-amazon.com/images/I/917xLDHMH7L._AC_UL302_SR302,200_.png",Kjra Gaming,2,https://www.amazon.com/Best-Sellers-Apps-Games/zgbs/mobile-apps/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Raj-Kjra-Gaming/dp/B07F1Z4NFS/ref=zg_bs_mobile-apps_57/133-1326600-1601804?pd_rd_i=B07F1Z4NFS&psc=1,3.5 out of 5 stars,$0.99 ,242
1638891373-1195,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Apps & Games,https://www.amazon.com/Best-Sellers-Apps-Games/zgbs/mobile-apps/ref=zg_bs_nav_0,#56,"https://images-na.ssl-images-amazon.com/images/I/716cGM6FxXL._AC_UL302_SR302,200_.png",Toca Life: After School,2,https://www.amazon.com/Best-Sellers-Apps-Games/zgbs/mobile-apps/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Toca-Boca-Life-After-School/dp/B07BH25FSP/ref=zg_bs_mobile-apps_56/133-1326600-1601804?pd_rd_i=B07BH25FSP&psc=1,4.0 out of 5 stars,$3.99 ,856
1638891373-1193,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Apps & Games,https://www.amazon.com/Best-Sellers-Apps-Games/zgbs/mobile-apps/ref=zg_bs_nav_0,#54,"https://images-na.ssl-images-amazon.com/images/I/71W9zwVFKyL._AC_UL302_SR302,200_.png",Red Ball Attack!,2,https://www.amazon.com/Best-Sellers-Apps-Games/zgbs/mobile-apps/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Ogtus-Media-LLC-Ball-Attack/dp/B00K0U9VRS/ref=zg_bs_mobile-apps_54/133-1326600-1601804?pd_rd_i=B00K0U9VRS&psc=1,3.6 out of 5 stars,$0.99 ,"1,337"
1638891373-1191,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Apps & Games,https://www.amazon.com/Best-Sellers-Apps-Games/zgbs/mobile-apps/ref=zg_bs_nav_0,#52,"https://images-na.ssl-images-amazon.com/images/I/61EIoMIBghL._AC_UL302_SR302,200_.png",Toca Life: City,2,https://www.amazon.com/Best-Sellers-Apps-Games/zgbs/mobile-apps/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Toca-Boca-Life-City/dp/B01555BUD0/ref=zg_bs_mobile-apps_52/133-1326600-1601804?pd_rd_i=B01555BUD0&psc=1,3.9 out of 5 stars,$3.99 ,"1,358"
1638891373-1194,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Apps & Games,https://www.amazon.com/Best-Sellers-Apps-Games/zgbs/mobile-apps/ref=zg_bs_nav_0,#55,"https://images-na.ssl-images-amazon.com/images/I/41FOZ4JIHVL._AC_UL302_SR302,200_.jpg",Teach Your Monster to Read | Phonics and Learn to Read,2,https://www.amazon.com/Best-Sellers-Apps-Games/zgbs/mobile-apps/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Teach-Your-Monster-Phonics-Learn/dp/B01HDXUH0O/ref=zg_bs_mobile-apps_55/133-1326600-1601804?pd_rd_i=B01HDXUH0O&psc=1,4.4 out of 5 stars,$4.99 ,"8,011"
1638891373-1189,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Apps & Games,https://www.amazon.com/Best-Sellers-Apps-Games/zgbs/mobile-apps/ref=zg_bs_nav_0,#51,"https://images-na.ssl-images-amazon.com/images/I/710rmP759XL._AC_UL302_SR302,200_.png",Bike Race Pro by Top Free Games,2,https://www.amazon.com/Best-Sellers-Apps-Games/zgbs/mobile-apps/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Bike-Race-Top-Free-Games/dp/B008TQ16OG/ref=zg_bs_mobile-apps_51/133-1326600-1601804?pd_rd_i=B008TQ16OG&psc=1,3.9 out of 5 stars,$0.99 ,"8,208"
1638891373-1190,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Apps & Games,https://www.amazon.com/Best-Sellers-Apps-Games/zgbs/mobile-apps/ref=zg_bs_nav_0,#51,"https://images-na.ssl-images-amazon.com/images/I/710rmP759XL._AC_UL302_SR302,200_.png",Bike Race Pro by Top Free Games,2,https://www.amazon.com/Best-Sellers-Apps-Games/zgbs/mobile-apps/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Bike-Race-Top-Free-Games/dp/B008TQ16OG/ref=zg_bs_mobile-apps_51/133-1326600-1601804?pd_rd_i=B008TQ16OG&psc=1,3.9 out of 5 stars,$0.99 ,"8,208"
1638891373-1197,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Apps & Games,https://www.amazon.com/Best-Sellers-Apps-Games/zgbs/mobile-apps/ref=zg_bs_nav_0,#58,"https://images-na.ssl-images-amazon.com/images/I/41RQ9grOhaL._AC_UL302_SR302,200_.png",AirReceiver,2,https://www.amazon.com/Best-Sellers-Apps-Games/zgbs/mobile-apps/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/%E9%BE%99%E6%96%B9%E5%84%BF-AirReceiver/dp/B00L5HQRGS/ref=zg_bs_mobile-apps_58/133-1326600-1601804?pd_rd_i=B00L5HQRGS&psc=1,3.6 out of 5 stars,$2.99 ,"13,398"
1638891353-1188,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Automotive,https://www.amazon.com/Best-Sellers-Automotive/zgbs/automotive/ref=zg_bs_nav_0,#58,"https://images-na.ssl-images-amazon.com/images/I/716rOtQsgjS._AC_UL302_SR302,200_.jpg",Interior Car Lights Keepsmile Car Accessories Car Led Lights APP Control with Remote Music Sync Color Change RGB Under Dash Car Lighting with Car Charger 12V 2A LED Lights for Car (RGB),2,https://www.amazon.com/Best-Sellers-Automotive/zgbs/automotive/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Interior-Keepsmile-Accessories-Control-Lighting/dp/B097CB5WXB/ref=zg_bs_automotive_58/133-1326600-1601804?pd_rd_i=B09D45GYP6&psc=1,3.9 out of 5 stars,$16.99 ,917
1638891353-1183,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Automotive,https://www.amazon.com/Best-Sellers-Automotive/zgbs/automotive/ref=zg_bs_nav_0,#53,"https://images-na.ssl-images-amazon.com/images/I/71QyKqmM+jL._AC_UL302_SR302,200_.jpg","Kovot Reindeer Car Set: Includes Car Jingle Bell Antlers Antlers, Nose, Tail for The Trunk and (10) Reflective Car Magnets",2,https://www.amazon.com/Best-Sellers-Automotive/zgbs/automotive/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Kovot-Reindeer-Car-Set-Reflective/dp/B07ZTSDSPF/ref=zg_bs_automotive_53/133-1326600-1601804?pd_rd_i=B07ZTP1D9Q&psc=1,4.5 out of 5 stars,$15.89 ,"1,813"
1638891353-1182,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Automotive,https://www.amazon.com/Best-Sellers-Automotive/zgbs/automotive/ref=zg_bs_nav_0,#52,"https://images-na.ssl-images-amazon.com/images/I/61bSMZtGEBL._AC_UL302_SR302,200_.jpg","EcoNour Windshield Cover for Ice and Snow | Enhanced 600D Oxford Fabric Windshield Frost Cover for Any Weather | Water, Heat & Sag-Proof Truck Windshield Snow Cover | XL (74 x 43 inches)",2,https://www.amazon.com/Best-Sellers-Automotive/zgbs/automotive/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/EcoNour-Windshield-Protector-Windscreen-Accessories/dp/B08JYV6YYX/ref=zg_bs_automotive_52/133-1326600-1601804?pd_rd_i=B08XDHN7ZW&psc=1,4.6 out of 5 stars,$29.99 ,"2,519"
1638891353-1187,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Automotive,https://www.amazon.com/Best-Sellers-Automotive/zgbs/automotive/ref=zg_bs_nav_0,#57,"https://images-na.ssl-images-amazon.com/images/I/81DFDCdrwoL._AC_UL302_SR302,200_.jpg","SYLVANIA - H11 XtraVision - High Performance Halogen Headlight Bulb, High Beam, Low Beam and Fog Replacement Bulb (Contains 2 Bulbs) (H11XV.BP2)",2,https://www.amazon.com/Best-Sellers-Automotive/zgbs/automotive/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/SYLVANIA-XtraVision-Performance-Headlight-Replacement/dp/B00318NQFY/ref=zg_bs_automotive_57/133-1326600-1601804?pd_rd_i=B00318NQFY&psc=1,4.4 out of 5 stars,$19.75 ,"8,872"
1638891353-1186,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Automotive,https://www.amazon.com/Best-Sellers-Automotive/zgbs/automotive/ref=zg_bs_nav_0,#56,"https://images-na.ssl-images-amazon.com/images/I/61mk7lwJqXL._AC_UL302_SR302,200_.jpg","Chemical Guys CWS20316 Foaming Citrus Fabric Clean Carpet & Upholstery Cleaner (Car Carpets, Seats & Floor Mats), 16 oz.",2,https://www.amazon.com/Best-Sellers-Automotive/zgbs/automotive/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Chemical-Guys-CWS20316-Foaming-Upholstery/dp/B06XPSP2HS/ref=zg_bs_automotive_56/133-1326600-1601804?pd_rd_i=B06XPSP2HS&psc=1,4.6 out of 5 stars,$9.99 ,"13,770"
1638891353-1184,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Automotive,https://www.amazon.com/Best-Sellers-Automotive/zgbs/automotive/ref=zg_bs_nav_0,#54,"https://images-na.ssl-images-amazon.com/images/I/71fCrffz9sL._AC_UL302_SR302,200_.jpg","Mobil 1 Extended Performance Full Synthetic Motor Oil 0W-20, 5 Quart (120903)",2,https://www.amazon.com/Best-Sellers-Automotive/zgbs/automotive/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Mobil-120903-Extended-Performance-0W-20/dp/B00JTUBTQG/ref=zg_bs_automotive_54/133-1326600-1601804?pd_rd_i=B08QP7QNS7&psc=1,4.9 out of 5 stars,$27.45 ,"15,338"
1638891353-1185,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Automotive,https://www.amazon.com/Best-Sellers-Automotive/zgbs/automotive/ref=zg_bs_nav_0,#55,"https://images-na.ssl-images-amazon.com/images/I/71w9xtilL6L._AC_UL302_SR302,200_.jpg",Portable Car Vacuum Cleaner: High Power Handheld Vacuum w/LED Light -110W 12v Best Car & Auto Accessories Kit for Detailing and Cleaning Car Interior - 16 Foot Cable,2,https://www.amazon.com/Best-Sellers-Automotive/zgbs/automotive/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Car-Vacuum-Cleaner-high-Power/dp/B079L6RX8Q/ref=zg_bs_automotive_55/133-1326600-1601804?pd_rd_i=B07N7HNZ9J&psc=1,4.1 out of 5 stars,$33.99 ,"19,804"
1638891353-1181,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Automotive,https://www.amazon.com/Best-Sellers-Automotive/zgbs/automotive/ref=zg_bs_nav_0,#51,"https://images-na.ssl-images-amazon.com/images/I/61EqWEWRLhL._AC_UL302_SR302,200_.jpg",Chemical Guys SPI22064 Total Interior Cleaner & Protectant (64 oz),2,https://www.amazon.com/Best-Sellers-Automotive/zgbs/automotive/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Chemical-Guys-SPI22064-PROTECTANT-Fluid_Ounces/dp/B0741W6DBV/ref=zg_bs_automotive_51/133-1326600-1601804?pd_rd_i=B09MJWX1BQ&psc=1,4.6 out of 5 stars,$9.97 ,"20,679"
1638891353-1180,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Automotive,https://www.amazon.com/Best-Sellers-Automotive/zgbs/automotive/ref=zg_bs_nav_0,#51,"https://images-na.ssl-images-amazon.com/images/I/61EqWEWRLhL._AC_UL302_SR302,200_.jpg",Chemical Guys SPI22064 Total Interior Cleaner & Protectant (64 oz),2,https://www.amazon.com/Best-Sellers-Automotive/zgbs/automotive/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Chemical-Guys-SPI22064-PROTECTANT-Fluid_Ounces/dp/B0741W6DBV/ref=zg_bs_automotive_51/133-1326600-1601804?pd_rd_i=B09MJWX1BQ&psc=1,4.6 out of 5 stars,$9.97 ,"20,679"
1638891335-1170,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Books,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_nav_0,#21,"https://images-na.ssl-images-amazon.com/images/I/91io14GlrxL._AC_UL604_SR604,400_.jpg",Call Us What We Carry: Poems,1,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_pg_1?_encoding=UTF8&pg=1,/Hill-We-Climb-Other-Poems/dp/0593465067/ref=zg_bs_books_21/133-1326600-1601804?pd_rd_i=0593465067&psc=1,5.0 out of 5 stars,$14.53 ,2
1638891335-1159,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Books,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_nav_0,#10,"https://images-na.ssl-images-amazon.com/images/I/81PUnVR+owL._AC_UL604_SR604,400_.jpg",Johnny the Walrus,1,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_pg_1?_encoding=UTF8&pg=1,/Johnny-Walrus-Matt-Walsh/dp/1956007059/ref=zg_bs_books_10/133-1326600-1601804?pd_rd_i=1956007059&psc=1,5.0 out of 5 stars,$14.22 ,28
1638891335-1149,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Books,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_nav_0,#1,"https://images-na.ssl-images-amazon.com/images/I/91DNhLLmUOL._AC_UL604_SR604,400_.jpg",Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,1,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_pg_1?_encoding=UTF8&pg=1,/Atlas-Heart-Meaningful-Connection-Experience/dp/0399592555/ref=zg_bs_books_1/133-1326600-1601804?pd_rd_i=0399592555&psc=1,4.7 out of 5 stars,$19.48 ,87
1638891335-1150,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Books,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_nav_0,#1,"https://images-na.ssl-images-amazon.com/images/I/91DNhLLmUOL._AC_UL604_SR604,400_.jpg",Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,1,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_pg_1?_encoding=UTF8&pg=1,/Atlas-Heart-Meaningful-Connection-Experience/dp/0399592555/ref=zg_bs_books_1/133-1326600-1601804?pd_rd_i=0399592555&psc=1,4.7 out of 5 stars,$19.48 ,87
1638891335-1161,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Books,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_nav_0,#12,"https://images-na.ssl-images-amazon.com/images/I/71wOyH-cw4L._AC_UL604_SR604,400_.jpg","Life Skills for Teens: How to Cook, Clean, Manage Money, Fix Your Car, Perform First Aid, and Just About Everything in Between",1,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_pg_1?_encoding=UTF8&pg=1,/Life-Skills-Teens-Perform-Everything/dp/1951806409/ref=zg_bs_books_12/133-1326600-1601804?pd_rd_i=1951806409&psc=1,4.7 out of 5 stars,$11.40 ,123
1638891335-1157,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Books,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_nav_0,#8,"https://images-na.ssl-images-amazon.com/images/I/81xWWojXXyL._AC_UL604_SR604,400_.jpg",Cat Kid Comic Club: Perspectives: A Graphic Novel (Cat Kid Comic Club #2): From the Creator of Dog Man,1,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_pg_1?_encoding=UTF8&pg=1,/Cat-Kid-Comic-Club-Perspectives/dp/1338784854/ref=zg_bs_books_8/133-1326600-1601804?pd_rd_i=1338784854&psc=1,4.8 out of 5 stars,$8.62 ,149
1638891335-1177,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Books,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_nav_0,#28,"https://images-na.ssl-images-amazon.com/images/I/71XvODTPy6L._AC_UL604_SR604,400_.jpg","Laptop from Hell: Hunter Biden, Big Tech, and the Dirty Secrets the President Tried to Hide",1,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_pg_1?_encoding=UTF8&pg=1,/Laptop-Hell-Hunter-Secrets-President/dp/163758105X/ref=zg_bs_books_28/133-1326600-1601804?pd_rd_i=163758105X&psc=1,4.5 out of 5 stars,$19.44 ,259
1638891335-1168,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Books,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_nav_0,#19,"https://images-na.ssl-images-amazon.com/images/I/71w7zp2lZ3L._AC_UL604_SR604,400_.jpg",All American Christmas,1,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_pg_1?_encoding=UTF8&pg=1,/All-American-Christmas-Sean-Duffy/dp/0063046644/ref=zg_bs_books_19/133-1326600-1601804?pd_rd_i=0063046644&psc=1,4.8 out of 5 stars,$18.70 ,605
1638891335-1179,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Books,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_nav_0,#30,"https://images-na.ssl-images-amazon.com/images/I/71bROORU+nL._AC_UL604_SR604,400_.jpg",The Christmas Pig,1,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_pg_1?_encoding=UTF8&pg=1,/Christmas-Pig-J-K-Rowling/dp/1338790234/ref=zg_bs_books_30/133-1326600-1601804?pd_rd_i=1338790234&psc=1,4.7 out of 5 stars,$14.99 ,925
1638891335-1152,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Books,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_nav_0,#3,"https://images-na.ssl-images-amazon.com/images/I/71M4abh-afL._AC_UL604_SR604,400_.jpg","The Real Anthony Fauci: Bill Gates, Big Pharma, and the Global War on Democracy and Public Health (Children’s Health Defense)",1,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_pg_1?_encoding=UTF8&pg=1,/Real-Anthony-Fauci-Democracy-Childrens/dp/1510766804/ref=zg_bs_books_3/133-1326600-1601804?pd_rd_i=1510766804&psc=1,4.9 out of 5 stars,$21.14 ,"1,686"
1638891335-1151,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Books,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_nav_0,#2,"https://images-na.ssl-images-amazon.com/images/I/81z6xJd6mrS._AC_UL604_SR604,400_.jpg",Big Shot Diary of a Wimpy Kid Book 16,1,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_pg_1?_encoding=UTF8&pg=1,/Big-Shot-Diary-Wimpy-Book/dp/1419749153/ref=zg_bs_books_2/133-1326600-1601804?pd_rd_i=1419749153&psc=1,4.8 out of 5 stars,$7.49 ,"2,621"
1638891335-1176,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Books,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_nav_0,#27,"https://images-na.ssl-images-amazon.com/images/I/81pLHdMtwdS._AC_UL604_SR604,400_.jpg",Go Tell the Bees That I Am Gone: A Novel (Outlander),1,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_pg_1?_encoding=UTF8&pg=1,/Tell-Bees-That-Gone-Outlander/dp/1101885688/ref=zg_bs_books_27/133-1326600-1601804?pd_rd_i=1101885688&psc=1,4.7 out of 5 stars,$23.45 ,"3,114"
1638891335-1163,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Books,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_nav_0,#14,"https://images-na.ssl-images-amazon.com/images/I/81YHHiNPDNL._AC_UL604_SR604,400_.jpg",The Storyteller: Tales of Life and Music,1,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_pg_1?_encoding=UTF8&pg=1,/Storyteller-Tales-Life-Music/dp/0063076098/ref=zg_bs_books_14/133-1326600-1601804?pd_rd_i=0063076098&psc=1,4.8 out of 5 stars,$17.99 ,"4,008"
1638891335-1160,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Books,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_nav_0,#11,"https://images-na.ssl-images-amazon.com/images/I/81upVFsThqL._AC_UL604_SR604,400_.jpg",How to Catch an Elf,1,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_pg_1?_encoding=UTF8&pg=1,/How-Catch-Elf-Adam-Wallace/dp/1492646318/ref=zg_bs_books_11/133-1326600-1601804?pd_rd_i=1492646318&psc=1,4.8 out of 5 stars,$7.35 ,"4,510"
1638891335-1155,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Books,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_nav_0,#6,"https://images-na.ssl-images-amazon.com/images/I/71Q7lfTN+GL._AC_UL604_SR604,400_.jpg","Interesting Stories For Curious People: A Collection of Fascinating Stories About History, Science, Pop Culture and Just About Anything Else You Can Think of",1,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_pg_1?_encoding=UTF8&pg=1,/Interesting-Stories-Curious-People-Fascinating/dp/164845044X/ref=zg_bs_books_6/133-1326600-1601804?pd_rd_i=164845044X&psc=1,4.5 out of 5 stars,$8.19 ,"10,847"
1638891335-1173,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Books,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_nav_0,#24,"https://images-na.ssl-images-amazon.com/images/I/91DUhtU6KCL._AC_UL604_SR604,400_.jpg",The Lincoln Highway: A Novel,1,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_pg_1?_encoding=UTF8&pg=1,/Lincoln-Highway-Novel-Amor-Towles/dp/0735222355/ref=zg_bs_books_24/133-1326600-1601804?pd_rd_i=0735222355&psc=1,4.5 out of 5 stars,$18.27 ,"11,174"
1638891335-1178,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Books,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_nav_0,#29,"https://images-na.ssl-images-amazon.com/images/I/A1Ee+Yjn92L._AC_UL604_SR604,400_.jpg",Polar Express 30th anniversary edition,1,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_pg_1?_encoding=UTF8&pg=1,/Polar-Express-anniversary-Chris-Allsburg/dp/0544580141/ref=zg_bs_books_29/133-1326600-1601804?pd_rd_i=0544580141&psc=1,4.9 out of 5 stars,$11.78 ,"14,234"
1638891335-1175,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Books,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_nav_0,#26,"https://images-na.ssl-images-amazon.com/images/I/81QOQobJiGL._AC_UL604_SR604,400_.jpg",The Big Book of Silly Jokes for Kids,1,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_pg_1?_encoding=UTF8&pg=1,/Big-Book-Silly-Jokes-Kids/dp/1641526378/ref=zg_bs_books_26/133-1326600-1601804?pd_rd_i=1641526378&psc=1,4.7 out of 5 stars,$5.99 ,"15,448"
1638891335-1166,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Books,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_nav_0,#17,"https://images-na.ssl-images-amazon.com/images/I/714al5FoFPL._AC_UL604_SR604,400_.jpg",How to Draw 101 Animals (1),1,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_pg_1?_encoding=UTF8&pg=1,/How-Draw-101-Animals-Green/dp/1842297406/ref=zg_bs_books_17/133-1326600-1601804?pd_rd_i=1842297406&psc=1,4.7 out of 5 stars,$3.29 ,"18,139"
1638891335-1153,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Books,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_nav_0,#4,"https://images-na.ssl-images-amazon.com/images/I/71WEJnC9QLL._AC_UL604_SR604,400_.jpg",The Screaming Goat (Book & Figure),1,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_pg_1?_encoding=UTF8&pg=1,/The-Screaming-Goat-Book-Figure/dp/0762459816/ref=zg_bs_books_4/133-1326600-1601804?pd_rd_i=0762459816&psc=1,4.7 out of 5 stars,$8.49 ,"21,811"
1638891335-1172,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Books,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_nav_0,#23,"https://images-na.ssl-images-amazon.com/images/I/81lsmyMcYNL._AC_UL604_SR604,400_.jpg",American Marxism,1,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_pg_1?_encoding=UTF8&pg=1,/American-Marxism-Mark-R-Levin/dp/150113597X/ref=zg_bs_books_23/133-1326600-1601804?pd_rd_i=150113597X&psc=1,4.9 out of 5 stars,$14.00 ,"22,004"
1638891335-1165,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Books,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_nav_0,#16,"https://images-na.ssl-images-amazon.com/images/I/812F2oVcq5L._AC_UL604_SR604,400_.jpg",Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids),1,https://www.amazon.com/Best-Sellers-Books/zgbs/books/ref=zg_bs_pg_1?_encoding=UTF8&pg=1,/Difficult-Riddles-Smart-Kids-Families/dp/1546595902/ref=zg_bs_books_16/133-1326600-1601804?pd_rd_i=1546595902&psc=1,4.6 out of 5 stars,$5.99 ,"22,935"
